label,title,text,titletext
0,えいごであそぼ　ｗｉｔｈ　Ｏｒｔｏｎ「“ｏｏ”の音であそぼ（１）」,大きなクジラの背中にある町“オートンタウン”を舞台に、みんなで英語の「音」で遊びます。今週は“ｏｏ”の音で遊ぶよ！お菓子を食べ過ぎて、飛べなくなってしまったあおやん。ナオミは、“ｂａｌｌｏｏｎ”のマシンで、あおやんを助けてあげようと奮闘するのですが…。他、ｔｔ ｂｒｏｔｈｅｒｓの“ｏｏ”＆“Ｂｅ ｈａｐｐｙ！”、今月の歌「ＴＲＥＥ，ＴＲＥＥ」。データ放送クイズにもぜひ参加してね！,えいごであそぼ ｗｉｔｈ Ｏｒｔｏｎ「“ｏｏ”の音であそぼ（１）」. 大きなクジラの背中にある町“オートンタウン”を舞台に、みんなで英語の「音」で遊びます。今週は“ｏｏ”の音で遊ぶよ！お菓子を食べ過ぎて、飛べなくなってしまったあおやん。ナオミは、“ｂａｌｌｏｏｎ”のマシンで、あおやんを助けてあげようと奮闘するのですが…。他、ｔｔ ｂｒｏｔｈｅｒｓの“ｏｏ”＆“Ｂｅ ｈａｐｐｙ！”、今月の歌「ＴＲＥＥ，ＴＲＥＥ」。データ放送クイズにもぜひ参加してね！
0,ＮＨＫ俳句　題「秋彼岸」,選者は片山由美子さん。ゲストは明治大学教授の齋藤孝さん。題は秋彼岸。「声に出して読みたい日本語」シリーズで知られる齋藤さんに曽根崎心中の道行を朗読してもらう。司会 武井壮,ＮＨＫ俳句 題「秋彼岸」. 選者は片山由美子さん。ゲストは明治大学教授の齋藤孝さん。題は秋彼岸。「声に出して読みたい日本語」シリーズで知られる齋藤さんに曽根崎心中の道行を朗読してもらう。司会 武井壮
0,カブキ・チューン　▽アントキノカブキ＆カブペディア,尾上右近ひとりでお送りする今週のカブキ・チューン。大好評！「今週のカレーソング」では真島昌利さんの心温まるカレーソングをご紹介。“アントキノカブキ”は２００２年、岡村研佑時代に出演した「蘭平物狂」を振り返ります。また、“カブペディア”では、「所作板」というワードをピックアップします。そのほか、皆様からのお便りメールも多数ご紹介。番組へのご意見・リクエストはホームページまで。お待ちしています！,カブキ・チューン ▽アントキノカブキ＆カブペディア. 尾上右近ひとりでお送りする今週のカブキ・チューン。大好評！「今週のカレーソング」では真島昌利さんの心温まるカレーソングをご紹介。“アントキノカブキ”は２００２年、岡村研佑時代に出演した「蘭平物狂」を振り返ります。また、“カブペディア”では、「所作板」というワードをピックアップします。そのほか、皆様からのお便りメールも多数ご紹介。番組へのご意見・リクエストはホームページまで。お待ちしています！
0,ＮＨＫ高校講座　苦手を克服！　ベーシック英語「“いつやるか”を伝えたい」,「いつやるか」をきちんと伝えたいときは英語でどう表現すればいいんだろう？ｗｈｅｎを使って詳しく説明する方法を紹介。解散宣言をした直美。最終公演ではオールキャストでダンス！！そして、ＮＡＯＭＩ座の将来はいかに！？,ＮＨＫ高校講座 苦手を克服！ ベーシック英語「“いつやるか”を伝えたい」. 「いつやるか」をきちんと伝えたいときは英語でどう表現すればいいんだろう？ｗｈｅｎを使って詳しく説明する方法を紹介。解散宣言をした直美。最終公演ではオールキャストでダンス！！そして、ＮＡＯＭＩ座の将来はいかに！？
0,東京２０２０パラリンピック◇陸上　男子マラソン　Ｔ５４ほか（中継）,花岡伸和，アナウンサー…塚本貴之,東京２０２０パラリンピック◇陸上 男子マラソン Ｔ５４ほか（中継）. 花岡伸和，アナウンサー…塚本貴之
0,サラメシ　シーズン１１（１６）▽釣り具会社のまかない魚メシ／伊豆の潮かつお,港町焼津の釣具メーカーでは、コロナ禍で到来した釣りブームに残業に追われる日々。商品テストを行う社員が釣り上げ持ち帰ってくる魚が忙しい社員の胃袋を満たすまかない夜食に大変身。大人気のメニューをのぞき見！▽西伊豆伝統の「潮かつお」は、地元で愛されてきた保存食。長らく地元でのみ売られていたが、近年そのおいしさが知られるようになり生産量も増えている。「潮かつお」生産現場の慌ただしくもおいしい昼を拝見する。,サラメシ シーズン１１（１６）▽釣り具会社のまかない魚メシ／伊豆の潮かつお. 港町焼津の釣具メーカーでは、コロナ禍で到来した釣りブームに残業に追われる日々。商品テストを行う社員が釣り上げ持ち帰ってくる魚が忙しい社員の胃袋を満たすまかない夜食に大変身。大人気のメニューをのぞき見！▽西伊豆伝統の「潮かつお」は、地元で愛されてきた保存食。長らく地元でのみ売られていたが、近年そのおいしさが知られるようになり生産量も増えている。「潮かつお」生産現場の慌ただしくもおいしい昼を拝見する。
0,ボキャブライダー（９０７）,【出演】桜田ひより，マックスウェル・パワーズ,ボキャブライダー（９０７）. 【出演】桜田ひより，マックスウェル・パワーズ
0,まる得マガジン“アスリート食”に学ぶ　健康ごはん（４）「骨の健康に」,スポーツ料理研究家と公認スポーツ栄養士がタッグを組み、アスリートの食事を参考にした健康ごはんを伝授する。アスリートに限らず、高齢期に向けて骨を強くすることは、すべての人にとって大切。そこで、第４回は骨の健康に役立つ料理を教えていただく。ポイントは継続的な運動に加え、骨に必要な栄養素をしっかりととること。鶏肉にヨーグルトなどをもみこんだ「バターチキンカレー」、「鶏ひき肉とあさりのチャウダー」を紹介。,まる得マガジン“アスリート食”に学ぶ 健康ごはん（４）「骨の健康に」. スポーツ料理研究家と公認スポーツ栄養士がタッグを組み、アスリートの食事を参考にした健康ごはんを伝授する。アスリートに限らず、高齢期に向けて骨を強くすることは、すべての人にとって大切。そこで、第４回は骨の健康に役立つ料理を教えていただく。ポイントは継続的な運動に加え、骨に必要な栄養素をしっかりととること。鶏肉にヨーグルトなどをもみこんだ「バターチキンカレー」、「鶏ひき肉とあさりのチャウダー」を紹介。
0,激動の世界をゆく「いま一番ほしいものは何ですか―コロナ禍の子どもたち―」,新型コロナの感染拡大によって、世界の子どもたちが苦境に立たされている。３人に１人が学習の機会を喪失。親の失業や減収などを理由に２億７千万人が飢えに苦しんでいる。そんな子どもたちが今、「一番ほしいもの」は何なのか。世界９か国を訪ね歩き、聞いた。見えてきたのは、それぞれが胸の内に抱えてきた不安や葛藤。そして、逆境の中でも希望を失わず、他者を思いやる姿だった。コロナ禍を生きる子どもたち、一人一人の物語。,激動の世界をゆく「いま一番ほしいものは何ですか―コロナ禍の子どもたち―」. 新型コロナの感染拡大によって、世界の子どもたちが苦境に立たされている。３人に１人が学習の機会を喪失。親の失業や減収などを理由に２億７千万人が飢えに苦しんでいる。そんな子どもたちが今、「一番ほしいもの」は何なのか。世界９か国を訪ね歩き、聞いた。見えてきたのは、それぞれが胸の内に抱えてきた不安や葛藤。そして、逆境の中でも希望を失わず、他者を思いやる姿だった。コロナ禍を生きる子どもたち、一人一人の物語。
0,ラジオ深夜便▽ミッドナイトトーク　後半,松井治伸 ▽ミッドナイトトーク後半 「夏の思い出」 声楽家…錦織健▽世界の天気,ラジオ深夜便▽ミッドナイトトーク 後半. 松井治伸 ▽ミッドナイトトーク後半 「夏の思い出」 声楽家…錦織健▽世界の天気
0,らじらー！　サンデー　林瑠奈（乃木坂４６）,◇『「他人のそら似」リスペクト企画！林のそら似！？』＜他人の＞…ならぬ＜林の＞そら似だったら！？みんなが見た＜林のそら似＞を紹介！◇『ハセＶＳ４期生』４期生を天敵！？とするハセ！４期生代表・るなちゃんがいろんなテーマで闘います！◇『るなの告白ラップ～！』オリジナルラップを作っているという、るなちゃんが、ラップで告白…！？,らじらー！ サンデー 林瑠奈（乃木坂４６）. ◇『「他人のそら似」リスペクト企画！林のそら似！？』＜他人の＞…ならぬ＜林の＞そら似だったら！？みんなが見た＜林のそら似＞を紹介！◇『ハセＶＳ４期生』４期生を天敵！？とするハセ！４期生代表・るなちゃんがいろんなテーマで闘います！◇『るなの告白ラップ～！』オリジナルラップを作っているという、るなちゃんが、ラップで告白…！？
0,リトル・チャロ（２３）,【原作】わかぎゑふ，【脚本】佐藤良明，栩木玲子【声】純名里沙，【語り】ビル・サリバン,リトル・チャロ（２３）. 【原作】わかぎゑふ，【脚本】佐藤良明，栩木玲子【声】純名里沙，【語り】ビル・サリバン
0,時論公論「コロナ禍の２学期　“学び”を守るには」,【出演】ＮＨＫ解説委員…二宮徹,時論公論「コロナ禍の２学期 “学び”を守るには」. 【出演】ＮＨＫ解説委員…二宮徹
0,マイあさ！　土曜５時台：ニュース／たより大分＆パリ／アマミノクロウサギ,▽キャスター：畠山智之・久保田明菜、気象予報士：黒木愛子☆テーマ曲：音楽クリエイター・ヒャダイン ▽ニュース＆天気▽マイあさだより「秋の九重」弘藏岳久（大分）▽きょうは何の日▽いきもの☆いろいろ「アマミノクロウサギ」今泉忠明（哺乳動物学者）▽海外マイあさだより「６年前の同時テロ事件注目の裁判始まる」浅野素女（フランス・パリ） ☆ネットラジオ「らじる★らじる」で生配信。聴き逃しも実施中です。,マイあさ！ 土曜５時台：ニュース／たより大分＆パリ／アマミノクロウサギ. ▽キャスター：畠山智之・久保田明菜、気象予報士：黒木愛子☆テーマ曲：音楽クリエイター・ヒャダイン ▽ニュース＆天気▽マイあさだより「秋の九重」弘藏岳久（大分）▽きょうは何の日▽いきもの☆いろいろ「アマミノクロウサギ」今泉忠明（哺乳動物学者）▽海外マイあさだより「６年前の同時テロ事件注目の裁判始まる」浅野素女（フランス・パリ） ☆ネットラジオ「らじる★らじる」で生配信。聴き逃しも実施中です。
0,みんなのうた「素敵な夜」「スナビキソウ」,「素敵な夜」うた：Ｖ６／「スナビキソウ」うた：遥海,みんなのうた「素敵な夜」「スナビキソウ」. 「素敵な夜」うた：Ｖ６／「スナビキソウ」うた：遥海
0,名曲の小箱「展覧会の絵」,ムソルグスキー作曲、ラヴェル編曲 （管弦楽）ＮＨＫ交響楽団 （指揮）高関健,名曲の小箱「展覧会の絵」. ムソルグスキー作曲、ラヴェル編曲 （管弦楽）ＮＨＫ交響楽団 （指揮）高関健
0,みんなのうた「三匹の蜂」「まきばのこうし」,「三匹の蜂」うた：ボニージャックス／「まきばのこうし」うた：東京少年少女合唱隊,みんなのうた「三匹の蜂」「まきばのこうし」. 「三匹の蜂」うた：ボニージャックス／「まきばのこうし」うた：東京少年少女合唱隊
0,Ａｓｉａ　Ｉｎｓｉｇｈｔ「人生を変える１週間～韓国・大丈夫村～」,過疎化や高齢化が進む地方都市モッポに作られた「大丈夫村」には、都会での生活に疲れ果てた若者たちが、次々とやってくる。仕事をやめたり、休職したりして参加する若者も少なくない。１週間のプログラムで自分を見つめなおし、参加者同士で悩みを共有することで、次第に生きる勇気を取り戻してゆく。大丈夫村への参加がきっかけとなり、モッポに移住した若者もいる。人生を変える旅に出た韓国の若者たちを追った。,Ａｓｉａ Ｉｎｓｉｇｈｔ「人生を変える１週間～韓国・大丈夫村～」. 過疎化や高齢化が進む地方都市モッポに作られた「大丈夫村」には、都会での生活に疲れ果てた若者たちが、次々とやってくる。仕事をやめたり、休職したりして参加する若者も少なくない。１週間のプログラムで自分を見つめなおし、参加者同士で悩みを共有することで、次第に生きる勇気を取り戻してゆく。大丈夫村への参加がきっかけとなり、モッポに移住した若者もいる。人生を変える旅に出た韓国の若者たちを追った。
0,にっぽん縦断　こころ旅　とうちゃこ▽１０２３日目　長野県辰野町,火野正平さんが視聴者から寄せられた“こころの風景”を相棒の自転車チャリオと訪ねる「こころ旅」１１年目の秋の旅スタート！ 今回は長野を出発！岐阜、滋賀、京都をめぐり中国地方の日本海側を通って九州へ！大分、そして新型コロナウイルス感染拡大のために春の旅で訪れられなかった熊本、宮崎、鹿児島、沖縄を目指します！ 火～金曜は朝版と夜７時からの「とうちゃこ」を見れば１日の旅が完結！この日は長野県の旅・最終日！,にっぽん縦断 こころ旅 とうちゃこ▽１０２３日目 長野県辰野町. 火野正平さんが視聴者から寄せられた“こころの風景”を相棒の自転車チャリオと訪ねる「こころ旅」１１年目の秋の旅スタート！ 今回は長野を出発！岐阜、滋賀、京都をめぐり中国地方の日本海側を通って九州へ！大分、そして新型コロナウイルス感染拡大のために春の旅で訪れられなかった熊本、宮崎、鹿児島、沖縄を目指します！ 火～金曜は朝版と夜７時からの「とうちゃこ」を見れば１日の旅が完結！この日は長野県の旅・最終日！
0,ＢＳ世界のドキュメンタリー▽グラウンド・ゼロからの脱出９．１１生死分けたもの,２００１年９月１１日、世界貿易センタービルに２機の旅客機が衝突し、ニューヨークのダウンタウンは地獄絵図と化した。ビル内部にいた人々はどんな状況に直面し、どんな行動を取ったのか。他の人とは違う避難ルートを選択した人、逃げる途中で人命救助を行った人など、いくつかの選択と偶然が重なって奇跡的にグラウンド・ゼロを生き延びた人々の足取りを追う。 原題：ＳＵＲＶＩＶＩＮＧ ９／１１（フランス２０２０年）,ＢＳ世界のドキュメンタリー▽グラウンド・ゼロからの脱出９．１１生死分けたもの. ２００１年９月１１日、世界貿易センタービルに２機の旅客機が衝突し、ニューヨークのダウンタウンは地獄絵図と化した。ビル内部にいた人々はどんな状況に直面し、どんな行動を取ったのか。他の人とは違う避難ルートを選択した人、逃げる途中で人命救助を行った人など、いくつかの選択と偶然が重なって奇跡的にグラウンド・ゼロを生き延びた人々の足取りを追う。 原題：ＳＵＲＶＩＶＩＮＧ ９／１１（フランス２０２０年）
0,らじるセレクト「ラジオ１００年プロジェクト～キクコトノミライ　ＶＯＬ．２～」,お送りするのは、８月１１日に放送した【ラジオ１００年プロジェクト～キクコトノミライ～ＶＯＬ．２「ポッドキャスト」】です。２０２５年のラジオ１００年に向けて、これからの音声メディアを考える特集番組の第２弾。音声コンテンツ市場を賑わしている、ポッドキャストについて迫ります。大橋拓 ▽９月２３日（木・祝）午後６時５分～ Ｒ１にて第３弾を放送予定です。,らじるセレクト「ラジオ１００年プロジェクト～キクコトノミライ ＶＯＬ．２～」. お送りするのは、８月１１日に放送した【ラジオ１００年プロジェクト～キクコトノミライ～ＶＯＬ．２「ポッドキャスト」】です。２０２５年のラジオ１００年に向けて、これからの音声メディアを考える特集番組の第２弾。音声コンテンツ市場を賑わしている、ポッドキャストについて迫ります。大橋拓 ▽９月２３日（木・祝）午後６時５分～ Ｒ１にて第３弾を放送予定です。
0,３６５日の献立日記「なすのはさみあげ」,昭和４３年１１月１０日は「なすのはさみあげ」。沢村貞子さんの秋の献立には、なすがしばしば登場する。なすの「ゆずみそかけ」「牛肉の煮物」「茶せん煮」…。はさみあげ、今回はなすをくり抜き、それを刻んで鶏ひき肉や卵とまぜて、あんにして詰める。開いてこぼれないよう、ようじをさして揚げれば、ジャーと心地よい音。「里芋コンニャクゆずみそかけ」「いかのたらこあえ」「豆腐なめこのみそ汁」も仕上げて、いただきます！,３６５日の献立日記「なすのはさみあげ」. 昭和４３年１１月１０日は「なすのはさみあげ」。沢村貞子さんの秋の献立には、なすがしばしば登場する。なすの「ゆずみそかけ」「牛肉の煮物」「茶せん煮」…。はさみあげ、今回はなすをくり抜き、それを刻んで鶏ひき肉や卵とまぜて、あんにして詰める。開いてこぼれないよう、ようじをさして揚げれば、ジャーと心地よい音。「里芋コンニャクゆずみそかけ」「いかのたらこあえ」「豆腐なめこのみそ汁」も仕上げて、いただきます！
0,ラジオ深夜便▽にっぽんの歌こころの歌,石澤典夫 ▽にっぽんの歌こころの歌 「作家でつづる流行歌～大野克夫作品集」 ▽全国の天気と気温,ラジオ深夜便▽にっぽんの歌こころの歌. 石澤典夫 ▽にっぽんの歌こころの歌 「作家でつづる流行歌～大野克夫作品集」 ▽全国の天気と気温
0,ＮＨＫ高校講座　地学基礎「地球内部の動き」,地球は１０数枚のプレートで覆われています。それぞれのプレートは異なる動きをしていて、お互いに衝突したり、プレートの下に別のプレートが沈み込んだりしています。「プレートは動く」「地球内部の区分」「プレートが動く原動力」をキーワードに、地球内部の動きについて理解を深めていきます。,ＮＨＫ高校講座 地学基礎「地球内部の動き」. 地球は１０数枚のプレートで覆われています。それぞれのプレートは異なる動きをしていて、お互いに衝突したり、プレートの下に別のプレートが沈み込んだりしています。「プレートは動く」「地球内部の区分」「プレートが動く原動力」をキーワードに、地球内部の動きについて理解を深めていきます。
0,らじるラボ　１１時台,【おとラボ】今週は【今日は一日“サッチモ”三昧 おかわり】と題して、生誕１２０年、没後５０年となる「ジャズの王様」サッチモことルイ・アームストロングに寄せてお送りします。いろいろな人が語る「わたしとサッチモ」、お楽しみに！【おたより＆ナマゴエ紹介】テーマは「笑ったこと」。腹を抱えて、にんまりと、みんなで、ひとりこっそり、どんなことで笑いましたか？ あなたの笑ったことエピソードをお寄せください。,らじるラボ １１時台. 【おとラボ】今週は【今日は一日“サッチモ”三昧 おかわり】と題して、生誕１２０年、没後５０年となる「ジャズの王様」サッチモことルイ・アームストロングに寄せてお送りします。いろいろな人が語る「わたしとサッチモ」、お楽しみに！【おたより＆ナマゴエ紹介】テーマは「笑ったこと」。腹を抱えて、にんまりと、みんなで、ひとりこっそり、どんなことで笑いましたか？ あなたの笑ったことエピソードをお寄せください。
0,中学生の基礎英語　レベル２　Ｌｅｓｓｏｎ（９２）,【講師】清泉女子大学教授…高田智子，【出演】キンバリー・ティアニー，ジェフ・ハッシュ,中学生の基礎英語 レベル２ Ｌｅｓｓｏｎ（９２）. 【講師】清泉女子大学教授…高田智子，【出演】キンバリー・ティアニー，ジェフ・ハッシュ
0,グレーテルのかまど「糸井重里のおはぎ」,お彼岸の定番、おはぎ。このおはぎを大好きだと言う、糸井重里さん。大きさ、こしあんか粒あんか、お米のつぶし具合などに関わらずどんなおはぎも大好き、エッセイでも「おはぎ守人」を自称するほど。なぜそんなにおはぎが好きなのか？糸井さんならではの哲学をひもとくとともにスタジオのヘンゼルがおはぎを手作り！糸井さんの理想だという「こしあん＆つぶあんハーフ＆ハーフ」おはぎに挑戦！,グレーテルのかまど「糸井重里のおはぎ」. お彼岸の定番、おはぎ。このおはぎを大好きだと言う、糸井重里さん。大きさ、こしあんか粒あんか、お米のつぶし具合などに関わらずどんなおはぎも大好き、エッセイでも「おはぎ守人」を自称するほど。なぜそんなにおはぎが好きなのか？糸井さんならではの哲学をひもとくとともにスタジオのヘンゼルがおはぎを手作り！糸井さんの理想だという「こしあん＆つぶあんハーフ＆ハーフ」おはぎに挑戦！
0,パプリカ　Ｆｏｏｒｉｎから　ありがとうメッセージ　被災地のこどもたちとコラボ編,９月末で「パプリカ」を卒業するＦｏｏｒｉｎから、この３年間を見守ってきてくれた全国のみなさんに向けた「ありがとうメッセージ」をお届けします。今日は「宮城・福島のこどもたちとコラボ」編。出演：Ｆｏｏｒｉｎ,パプリカ Ｆｏｏｒｉｎから ありがとうメッセージ 被災地のこどもたちとコラボ編. ９月末で「パプリカ」を卒業するＦｏｏｒｉｎから、この３年間を見守ってきてくれた全国のみなさんに向けた「ありがとうメッセージ」をお届けします。今日は「宮城・福島のこどもたちとコラボ」編。出演：Ｆｏｏｒｉｎ
0,ＮＨＫニュース　おはよう日本,目覚めてまず知りたい！朝いちばんの最新情報が満載！けさの関心事や新着のニュースをわかりやすくお伝えします！今日１日の天気は？各地の天気を３時間ごとにお見せするきめ細かい気象情報・夜明け時の各地の様子・おさえておきたいニュースをコンパクトに・スポーツ・世界各地の驚きのニュース・くらしのヒントが満載！まちかど情報室,ＮＨＫニュース おはよう日本. 目覚めてまず知りたい！朝いちばんの最新情報が満載！けさの関心事や新着のニュースをわかりやすくお伝えします！今日１日の天気は？各地の天気を３時間ごとにお見せするきめ細かい気象情報・夜明け時の各地の様子・おさえておきたいニュースをコンパクトに・スポーツ・世界各地の驚きのニュース・くらしのヒントが満載！まちかど情報室
0,アニメ　はなかっぱ「おままごとの時間」「アゲルちゃんの豆料理」,緑いっぱいの「やまびこ村」に、頭に花が咲くかっぱの家族が住んでいる。「はなかっぱ」の頭には「とりあえずの花」が咲いている。大人になるまで花は決まらず、いろいろな花を咲かすのだ。中でも食べると若返ると言われている「わか蘭」という花を狙って、黒羽屋蝶兵衛一味があの手この手で悪だくみ。やまびこ村はてんやわんやの大騒ぎ。今日はどんな花が咲くのか。「わか蘭」は咲くのか。そして、はなかっぱの花は何になるのか。,アニメ はなかっぱ「おままごとの時間」「アゲルちゃんの豆料理」. 緑いっぱいの「やまびこ村」に、頭に花が咲くかっぱの家族が住んでいる。「はなかっぱ」の頭には「とりあえずの花」が咲いている。大人になるまで花は決まらず、いろいろな花を咲かすのだ。中でも食べると若返ると言われている「わか蘭」という花を狙って、黒羽屋蝶兵衛一味があの手この手で悪だくみ。やまびこ村はてんやわんやの大騒ぎ。今日はどんな花が咲くのか。「わか蘭」は咲くのか。そして、はなかっぱの花は何になるのか。
0,ニュース　シブ５時,一日が締めくくりに向かう夕方、チェックしておきたいきょうのトップニュース、最新ニュース、そして役立つトレンドや旅情報・あすの天気も詳しく！▽家事をしながら…くつろぎながら…きょうがしっかりわかるニュース番組 阿部渉と守本奈実が伝えます,ニュース シブ５時. 一日が締めくくりに向かう夕方、チェックしておきたいきょうのトップニュース、最新ニュース、そして役立つトレンドや旅情報・あすの天気も詳しく！▽家事をしながら…くつろぎながら…きょうがしっかりわかるニュース番組 阿部渉と守本奈実が伝えます
0,カブキ・チューン　▽アントキノカブキ＆カブペディア,尾上右近ひとりでお送りする今週のカブキ・チューン。大好評！「今週のカレーソング」では真島昌利さんの心温まるカレーソングをご紹介。“アントキノカブキ”は２００２年、岡村研佑時代に出演した「蘭平物狂」を振り返ります。また、“カブペディア”では、「所作板」というワードをピックアップします。そのほか、皆様からのお便りメールも多数ご紹介。番組へのご意見・リクエストはホームページまで。お待ちしています！,カブキ・チューン ▽アントキノカブキ＆カブペディア. 尾上右近ひとりでお送りする今週のカブキ・チューン。大好評！「今週のカレーソング」では真島昌利さんの心温まるカレーソングをご紹介。“アントキノカブキ”は２００２年、岡村研佑時代に出演した「蘭平物狂」を振り返ります。また、“カブペディア”では、「所作板」というワードをピックアップします。そのほか、皆様からのお便りメールも多数ご紹介。番組へのご意見・リクエストはホームページまで。お待ちしています！
0,テレビ体操,【出演】多胡肇，原川愛，吉江晴菜，矢作あかり，【ピアノ】加藤由美子,テレビ体操. 【出演】多胡肇，原川愛，吉江晴菜，矢作あかり，【ピアノ】加藤由美子
